,ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size,Cluster
606,100000606,0,0,22,0,131699,1,1,226
607,100000607,0,0,74,2,192481,2,1,330
608,100000608,1,1,50,2,155122,1,2,487
609,100000609,0,0,33,1,106015,1,2,659
610,100000610,0,0,45,1,108378,1,0,304
611,100000611,1,1,22,1,105257,1,1,760
612,100000612,1,1,48,2,118788,0,0,8
613,100000613,1,1,29,1,162955,1,2,153
614,100000614,1,1,22,1,119511,1,2,153
615,100000615,1,1,22,1,102000,1,0,113
616,100000616,0,0,48,1,254449,2,1,227
617,100000617,0,0,27,0,208446,2,2,714
618,100000618,0,0,37,1,124805,1,0,304
619,100000619,1,1,21,1,139379,1,0,113
620,100000620,0,1,49,2,78296,0,0,8
621,100000621,0,0,27,0,125598,1,1,226
622,100000622,0,0,32,0,100215,1,2,395
623,100000623,0,1,38,1,130951,1,2,153
624,100000624,1,1,22,1,102480,1,2,153
625,100000625,0,0,65,2,136812,1,1,95
626,100000626,0,0,35,1,106919,1,1,226
627,100000627,0,0,41,1,131020,1,2,659
628,100000628,0,0,29,0,119429,1,1,226
629,100000629,0,0,36,1,154521,1,1,226
630,100000630,0,0,64,2,117842,0,0,430
631,100000631,1,1,28,1,124566,1,2,153
632,100000632,0,0,44,1,110009,1,2,659
633,100000633,0,0,23,0,101210,1,1,226
634,100000634,1,1,19,1,101258,1,0,113
635,100000635,1,1,25,1,79045,0,0,8
636,100000636,0,0,47,1,110866,1,0,304
637,100000637,1,1,28,1,129640,1,2,153
638,100000638,0,0,21,0,227021,1,1,226
639,100000639,1,1,34,1,108549,1,1,760
640,100000640,0,0,26,0,122693,1,0,304
641,100000641,1,1,27,1,35832,0,0,8
642,100000642,0,0,38,1,81870,0,0,430
643,100000643,0,0,40,1,179790,2,2,105
644,100000644,0,1,33,1,107158,1,1,760
645,100000645,0,1,32,1,136638,2,1,915
646,100000646,0,0,27,0,158147,1,2,395
647,100000647,0,1,32,1,132587,1,2,153
648,100000648,1,1,26,1,128140,1,2,153
649,100000649,0,0,38,1,117405,1,1,226
650,100000650,0,0,40,1,68475,0,0,430
651,100000651,0,0,50,1,201656,2,2,105
652,100000652,0,0,37,1,86967,0,0,430
653,100000653,0,0,45,1,118006,1,1,226
654,100000654,0,0,42,1,223630,2,2,105
655,100000655,0,0,35,1,110442,1,0,304
656,100000656,0,0,22,0,115691,1,2,395
657,100000657,0,0,41,1,80232,0,0,430
658,100000658,0,0,37,1,187647,1,1,226
659,100000659,1,1,28,1,138952,1,1,760
660,100000660,0,0,41,1,162772,1,2,659
661,100000661,0,1,23,1,111862,1,1,760
662,100000662,0,1,23,1,90051,1,1,760
663,100000663,0,0,50,1,121400,1,1,226
664,100000664,0,0,35,1,137000,2,2,105
665,100000665,1,1,50,2,105031,0,0,8
666,100000666,0,0,27,0,172153,2,2,714
667,100000667,0,0,34,1,170184,1,1,226
668,100000668,1,1,27,1,123279,1,1,760
669,100000669,0,0,43,1,140795,1,0,304
670,100000670,0,0,47,1,144456,1,0,304
671,100000671,0,0,27,0,104773,0,0,430
672,100000672,0,0,31,0,153353,1,1,226
673,100000673,0,0,42,1,223018,2,1,227
674,100000674,0,1,24,1,129177,1,2,153
675,100000675,0,0,41,1,114475,0,1,1131
676,100000676,1,1,26,1,161323,2,1,915
677,100000677,0,0,33,1,135765,1,2,659
678,100000678,0,1,24,1,158421,1,0,113
679,100000679,0,0,64,2,103941,0,0,430
680,100000680,1,1,26,1,101783,1,2,153
681,100000681,1,1,56,2,126531,1,1,760
682,100000682,0,0,37,1,111394,1,1,226
683,100000683,0,1,33,1,103577,1,2,153
684,100000684,0,1,47,2,149545,1,1,760
685,100000685,0,0,31,0,171857,0,0,430
686,100000686,0,0,34,1,149782,1,1,226
687,100000687,0,0,27,0,112470,1,1,226
688,100000688,0,0,30,0,133907,1,2,395
689,100000689,0,0,35,1,127849,1,1,226
690,100000690,0,0,31,0,160279,1,2,395
691,100000691,0,1,25,1,92366,1,2,153
692,100000692,1,1,25,1,104794,0,0,8
693,100000693,0,0,29,0,133436,1,1,226
694,100000694,0,0,44,1,110374,0,0,430
695,100000695,0,0,28,0,104263,1,1,226
696,100000696,0,0,50,1,138752,1,0,304
697,100000697,0,0,29,0,102723,1,0,304
698,100000698,1,1,38,1,46297,0,0,8
699,100000699,0,0,24,0,96425,1,1,226
700,100000700,0,0,40,1,158197,2,1,227
701,100000701,1,1,29,1,98008,0,0,8
702,100000702,0,0,46,1,157473,1,0,304
703,100000703,1,1,47,2,149306,1,0,815
704,100000704,0,0,41,1,139236,1,1,226
705,100000705,1,1,32,1,125890,1,2,153
706,100000706,1,1,35,1,173124,1,1,760
707,100000707,0,0,24,0,164621,1,1,226
708,100000708,1,1,25,1,124539,1,1,760
709,100000709,1,1,25,1,107614,1,1,760
710,100000710,0,0,37,1,88849,0,0,430
711,100000711,0,0,32,0,148566,2,2,714
712,100000712,1,1,35,1,106515,1,2,153
713,100000713,0,0,46,1,150465,2,1,227
714,100000714,0,0,25,0,60868,0,0,430
715,100000715,0,0,27,0,255198,2,2,714
716,100000716,0,0,63,2,183178,1,1,95
717,100000717,0,0,40,1,121448,1,2,659
718,100000718,0,0,32,0,129975,2,2,714
719,100000719,0,0,31,0,132950,1,2,395
720,100000720,0,1,31,1,169314,1,1,760
721,100000721,0,0,34,1,147958,2,1,227
722,100000722,1,1,24,1,139896,1,2,153
723,100000723,1,1,24,1,68028,0,0,8
724,100000724,1,1,66,3,133328,0,0,883
725,100000725,1,1,21,1,108518,1,2,153
726,100000726,1,1,41,2,112700,0,0,8
727,100000727,0,1,47,2,110190,0,0,8
728,100000728,1,1,25,1,105104,1,1,760
729,100000729,1,1,59,2,184753,1,1,760
730,100000730,0,1,36,1,162521,1,2,153
731,100000731,0,0,33,1,156794,1,1,226
732,100000732,0,0,21,0,65827,0,0,430
733,100000733,1,1,44,2,88490,0,0,8
734,100000734,1,1,28,1,154919,1,2,153
735,100000735,1,1,37,1,129058,1,0,113
736,100000736,1,1,29,1,77532,0,0,8
737,100000737,1,1,23,1,235417,2,2,381
738,100000738,0,0,35,1,113468,0,0,430
739,100000739,0,0,45,1,190803,2,2,105
740,100000740,1,1,26,1,121423,0,0,8
741,100000741,0,0,32,0,121347,1,1,226
742,100000742,0,0,23,0,67408,0,0,430
743,100000743,0,0,41,1,123043,1,1,226
744,100000744,0,0,22,0,128387,1,2,395
745,100000745,0,0,30,0,250050,2,1,744
746,100000746,0,0,28,0,69588,0,0,430
747,100000747,1,1,23,1,109547,1,1,760
748,100000748,1,1,37,1,78840,0,0,8
749,100000749,0,0,26,0,131122,1,0,304
750,100000750,0,0,33,1,115403,1,1,226
751,100000751,1,1,49,2,110291,1,2,487
752,100000752,1,1,23,1,64811,0,0,8
753,100000753,1,1,23,1,86015,0,0,8
754,100000754,1,1,25,1,142438,1,2,153
755,100000755,0,0,55,1,159303,1,1,226
756,100000756,1,1,32,1,104957,1,1,760
757,100000757,0,0,74,2,89502,0,0,430
758,100000758,0,0,39,1,121313,1,1,226
759,100000759,0,0,31,0,98102,1,0,304
760,100000760,0,0,35,1,94554,1,1,226
761,100000761,1,1,59,2,162591,1,1,760
762,100000762,1,1,24,1,106629,1,2,153
763,100000763,0,0,24,0,70400,0,0,430
764,100000764,0,0,30,0,235660,2,2,714
765,100000765,0,1,27,1,121747,1,2,153
766,100000766,0,1,40,1,85060,0,0,8
767,100000767,0,1,31,1,87630,0,0,8
768,100000768,1,1,31,1,119673,1,0,113
769,100000769,0,0,28,0,126060,1,2,395
770,100000770,0,0,63,2,96145,0,0,430
771,100000771,1,1,26,1,114830,1,0,113
772,100000772,1,1,25,1,194461,2,2,381
773,100000773,0,0,36,1,150158,2,2,105
774,100000774,0,0,52,1,136323,1,2,659
775,100000775,0,0,66,2,111858,0,0,430
776,100000776,1,1,25,1,100198,1,0,113
777,100000777,0,0,37,1,123452,1,2,659
778,100000778,1,1,25,1,120723,1,1,760
779,100000779,0,0,38,1,215639,2,1,227
780,100000780,1,1,67,3,166712,1,1,779
781,100000781,0,0,25,0,136300,1,1,226
782,100000782,0,0,60,2,166988,1,2,0
783,100000783,0,0,31,0,77265,0,0,430
784,100000784,1,1,23,1,85967,0,0,8
785,100000785,0,1,60,2,212020,2,0,175
786,100000786,0,0,35,1,126054,0,0,430
787,100000787,0,0,40,1,144589,1,0,304
788,100000788,0,0,38,1,116723,1,1,226
789,100000789,0,0,50,1,168637,1,1,226
790,100000790,0,0,27,0,139119,1,1,226
791,100000791,1,1,39,2,118610,1,2,487
792,100000792,0,0,41,1,183312,2,2,105
793,100000793,0,1,27,1,96323,1,0,113
794,100000794,0,1,51,2,149510,1,2,487
795,100000795,0,0,32,0,141922,1,2,395
796,100000796,1,1,22,1,120233,1,0,113
797,100000797,0,0,51,1,172790,1,1,226
798,100000798,1,1,22,1,66720,0,0,8
799,100000799,0,1,54,2,113024,1,1,760
800,100000800,0,0,35,1,51791,0,0,430
801,100000801,0,0,54,1,118408,1,2,659
802,100000802,1,1,48,2,101616,0,0,8
803,100000803,1,1,24,1,127250,1,0,113
804,100000804,0,0,35,1,97290,1,0,304
805,100000805,1,1,24,1,106970,0,0,8
806,100000806,0,0,24,0,168147,1,2,395
807,100000807,0,1,26,1,68468,0,0,8
808,100000808,0,0,65,2,120780,1,2,0
809,100000809,0,0,55,1,231992,2,2,105
810,100000810,1,1,26,1,53903,0,0,8
811,100000811,0,1,26,1,101511,1,2,153
812,100000812,0,1,28,1,69046,0,0,8
813,100000813,0,0,24,0,171584,1,1,226
814,100000814,0,0,54,1,132367,1,2,659
815,100000815,0,0,46,1,134433,1,2,659
816,100000816,1,1,54,2,190518,1,0,815
817,100000817,0,1,62,2,152367,1,1,760
818,100000818,1,1,24,1,101157,1,1,760
819,100000819,0,1,43,2,279593,2,2,374
820,100000820,0,1,26,1,96716,1,2,153
821,100000821,0,1,27,1,95171,1,0,113
822,100000822,0,1,24,1,129162,1,2,153
823,100000823,0,0,41,1,118742,1,0,304
824,100000824,0,0,47,1,74511,0,0,430
825,100000825,0,1,35,1,157272,2,1,915
826,100000826,0,1,30,1,102374,1,0,113
827,100000827,1,1,33,1,131492,1,0,113
828,100000828,0,0,36,1,128702,1,2,659
829,100000829,0,0,47,1,177509,1,2,659
830,100000830,0,0,38,1,163451,1,1,226
831,100000831,0,0,44,1,144900,1,1,226
832,100000832,1,1,23,1,97115,1,2,153
833,100000833,0,0,29,0,196568,1,2,395
834,100000834,1,1,42,2,158405,1,0,815
835,100000835,1,1,25,1,97376,0,0,8
836,100000836,0,0,48,1,108678,1,1,226
837,100000837,1,1,21,1,92351,1,0,113
838,100000838,1,1,23,1,61211,0,0,8
839,100000839,0,0,63,2,138644,1,0,29
840,100000840,0,1,46,2,124824,1,2,487
841,100000841,0,0,29,0,132852,1,0,304
842,100000842,0,0,28,0,81069,0,0,430
843,100000843,1,1,23,1,104094,1,2,153
844,100000844,0,0,50,1,114853,1,0,304
845,100000845,0,0,47,1,130344,1,2,659
846,100000846,0,0,35,1,135090,1,0,304
847,100000847,0,0,68,2,179151,1,2,0
848,100000848,0,1,28,1,97390,1,1,760
849,100000849,0,0,59,2,120160,1,0,29
850,100000850,0,0,57,2,82277,0,0,430
851,100000851,0,1,33,1,110844,1,2,153
852,100000852,0,0,43,1,133105,1,0,304
853,100000853,0,0,35,1,102042,1,0,304
854,100000854,0,0,32,0,69370,0,0,430
855,100000855,0,0,45,1,200298,1,1,226
856,100000856,0,1,33,1,117039,1,2,153
857,100000857,1,1,40,2,107585,1,2,487
858,100000858,0,0,28,0,114429,1,0,304
859,100000859,1,1,29,1,128234,1,2,153
860,100000860,0,0,26,0,128580,1,2,395
861,100000861,0,0,27,0,177757,1,1,226
862,100000862,0,1,28,1,106222,1,0,113
863,100000863,1,1,35,1,118428,1,2,153
864,100000864,0,0,32,0,139477,0,0,430
865,100000865,0,0,25,0,71159,0,0,430
866,100000866,1,1,20,1,131370,1,2,153
867,100000867,1,1,27,1,111567,1,2,153
868,100000868,0,0,42,1,125482,1,2,659
869,100000869,0,0,37,1,160642,1,2,659
870,100000870,1,1,24,1,92498,1,0,113
871,100000871,1,1,40,2,199711,1,2,487
872,100000872,0,0,46,1,127588,1,2,659
873,100000873,0,0,26,0,107508,1,2,395
874,100000874,1,1,24,1,94629,1,2,153
875,100000875,0,0,29,0,87598,0,2,112
876,100000876,1,1,40,2,161194,1,1,760
877,100000877,0,0,36,1,137342,2,2,105
878,100000878,0,0,28,0,116848,1,1,226
879,100000879,0,0,27,0,125190,2,1,744
880,100000880,0,0,36,1,153441,1,0,304
881,100000881,0,0,38,1,195328,2,2,105
882,100000882,0,1,48,2,190413,1,0,815
883,100000883,0,0,36,1,118656,1,1,226
884,100000884,1,1,65,3,69487,0,0,883
885,100000885,0,1,43,2,145313,1,1,760
886,100000886,1,1,53,2,117005,1,1,760
887,100000887,0,0,34,1,123243,1,1,226
888,100000888,0,0,23,0,237799,1,1,226
889,100000889,0,0,34,1,180617,2,2,105
890,100000890,0,0,40,1,167019,1,0,304
891,100000891,0,0,43,1,147745,2,2,105
892,100000892,0,0,46,1,114254,1,1,226
893,100000893,0,0,38,1,81155,0,0,430
894,100000894,0,0,34,1,151803,1,2,659
895,100000895,0,0,29,0,94356,1,2,395
896,100000896,0,0,31,0,200621,2,2,714
897,100000897,1,1,28,1,144448,2,1,915
898,100000898,1,1,35,1,150797,1,0,113
899,100000899,1,1,33,1,84404,0,0,8
900,100000900,0,0,42,1,133373,1,2,659
901,100000901,0,0,43,1,119502,1,2,659
902,100000902,0,1,44,2,131619,1,0,815
903,100000903,0,0,42,1,194084,1,2,659
904,100000904,0,1,40,1,108278,1,1,760
905,100000905,0,0,36,1,130987,2,1,227
906,100000906,0,0,20,0,116582,2,2,714
907,100000907,0,0,24,0,85270,0,0,430
908,100000908,0,1,27,1,129227,1,0,113
909,100000909,1,1,46,2,108291,0,0,8
910,100000910,1,1,33,1,103091,0,0,8
911,100000911,1,1,34,1,136975,1,1,760
912,100000912,1,1,25,1,111502,0,0,8
913,100000913,1,1,25,1,124750,1,1,760
914,100000914,0,1,28,1,146463,1,2,153
915,100000915,0,0,31,0,115075,1,0,304
916,100000916,1,1,32,1,308491,2,1,915
917,100000917,0,0,32,0,126368,1,0,304
918,100000918,0,0,68,2,287247,2,2,163
919,100000919,0,1,33,1,125535,1,2,153
920,100000920,0,0,39,1,153223,2,2,105
921,100000921,1,1,28,1,106873,1,1,760
922,100000922,0,0,37,1,268906,2,1,227
923,100000923,1,1,22,1,97757,1,2,153
924,100000924,0,0,30,0,112151,1,1,226
925,100000925,0,1,55,2,172909,1,0,815
926,100000926,0,0,46,1,103387,1,1,226
927,100000927,1,1,21,1,93916,1,2,153
928,100000928,0,0,39,1,189963,1,2,659
929,100000929,0,0,58,2,124191,1,0,29
930,100000930,0,0,43,1,77205,0,0,430
931,100000931,0,0,24,0,65917,0,0,430
932,100000932,1,1,22,1,109676,1,0,113
933,100000933,0,0,30,0,95682,1,2,395
934,100000934,0,0,42,1,125516,1,2,659
935,100000935,1,1,23,1,99822,1,0,113
936,100000936,0,0,30,0,154854,2,1,744
937,100000937,1,1,28,1,84582,0,0,8
938,100000938,0,1,30,1,145800,2,0,462
939,100000939,0,0,42,1,162869,1,1,226
940,100000940,0,0,46,1,192379,2,2,105
941,100000941,0,0,45,1,159757,2,2,105
942,100000942,0,0,31,0,69571,0,0,430
943,100000943,0,0,31,0,93648,1,2,395
944,100000944,0,0,42,1,77472,0,0,430
945,100000945,1,1,46,2,121501,1,0,815
946,100000946,1,1,30,1,207262,1,0,113
947,100000947,0,0,30,0,143082,1,2,395
948,100000948,0,0,38,1,147760,2,1,227
949,100000949,0,1,43,2,82082,0,0,8
950,100000950,0,0,31,0,132991,1,1,226
951,100000951,0,1,40,1,78436,0,0,8
952,100000952,0,0,24,0,99737,1,2,395
953,100000953,1,1,28,1,164915,1,0,113
954,100000954,1,1,26,1,223185,2,1,915
955,100000955,1,1,29,1,108400,1,2,153
956,100000956,1,1,57,2,194882,2,1,584
957,100000957,0,0,49,1,122186,0,0,430
958,100000958,0,0,37,1,79594,0,0,430
959,100000959,0,0,45,1,104355,0,0,430
960,100000960,0,0,30,0,135894,1,2,395
961,100000961,0,1,30,1,103699,1,1,760
962,100000962,0,1,47,2,132145,1,1,760
963,100000963,0,0,29,0,117272,1,2,395
964,100000964,0,0,35,1,137932,1,0,304
965,100000965,0,1,22,1,63972,0,0,8
966,100000966,1,1,26,1,113299,1,2,153
967,100000967,0,0,23,0,108540,0,0,430
968,100000968,1,1,54,2,174424,2,2,374
969,100000969,0,1,29,1,154991,1,2,153
970,100000970,0,0,40,1,99723,0,0,430
971,100000971,0,0,22,0,114584,1,2,395
972,100000972,0,0,43,1,135275,0,0,430
973,100000973,1,1,29,1,41680,0,0,8
974,100000974,0,0,36,1,158769,1,1,226
975,100000975,1,1,33,1,120596,1,0,113
976,100000976,1,1,57,2,139641,0,0,8
977,100000977,1,1,64,3,134377,1,0,219
978,100000978,0,0,42,1,125804,1,2,659
979,100000979,0,0,47,1,91858,0,0,430
980,100000980,0,1,25,1,117641,1,2,153
981,100000981,0,0,49,1,188594,1,1,226
982,100000982,0,0,33,1,162827,2,2,105
983,100000983,1,1,28,1,178991,2,2,381
984,100000984,0,0,26,0,159739,1,1,226
985,100000985,0,0,30,0,73401,0,0,430
986,100000986,1,1,25,1,100794,1,2,153
987,100000987,0,1,33,1,167763,1,1,760
988,100000988,1,1,64,3,145174,1,0,219
989,100000989,0,0,29,0,176292,2,1,744
990,100000990,0,0,48,1,94024,0,0,430
991,100000991,0,0,37,1,93740,0,0,430
992,100000992,0,0,34,1,85685,0,0,430
993,100000993,0,1,23,1,69997,0,0,8
994,100000994,0,0,30,0,151938,2,2,714
995,100000995,0,0,50,1,122830,1,1,226
996,100000996,1,1,31,1,78489,0,0,8
997,100000997,0,1,40,1,161999,2,1,915
998,100000998,0,0,38,1,98032,1,2,659
999,100000999,0,0,23,0,96060,1,0,304
1000,100001000,0,0,27,0,147968,1,1,226
1001,100001001,1,1,63,2,134853,1,1,760
1002,100001002,0,0,66,2,157576,2,2,163
1003,100001003,0,1,43,2,203738,2,1,584
1004,100001004,0,1,44,2,280570,2,2,374
1005,100001005,0,1,65,3,69487,0,2,1004
1006,100001006,1,1,73,3,214126,2,1,186
1007,100001007,0,0,60,2,136671,1,1,95
1008,100001008,0,1,62,2,174337,1,1,760
1009,100001009,1,1,58,2,126710,1,1,760
1010,100001010,1,1,43,2,167139,2,2,374
1011,100001011,0,0,64,2,122094,1,2,0
1012,100001012,0,1,37,3,170113,2,2,1060
1013,100001013,1,1,46,2,192698,2,1,584
1014,100001014,0,1,57,2,144197,1,2,487
1015,100001015,0,1,51,2,133623,1,1,760
1016,100001016,1,1,32,3,171052,2,2,1060
1017,100001017,0,0,64,2,130492,1,2,0
1018,100001018,0,0,68,2,135705,1,1,95
1019,100001019,1,1,55,2,171804,2,2,374
1020,100001020,0,0,73,2,192167,2,1,330
1021,100001021,1,1,34,3,134377,1,2,1067
1022,100001022,0,1,44,2,146716,1,1,760
1023,100001023,0,0,58,2,267872,1,1,95
1024,100001024,1,1,65,2,142193,0,1,1239
1025,100001025,1,1,56,2,183765,1,1,760
1026,100001026,1,1,42,2,218664,2,2,374
1027,100001027,1,1,65,3,145174,1,2,1026
1028,100001028,0,0,72,2,224961,2,2,163
1029,100001029,1,1,45,2,262634,2,2,374
1030,100001030,0,0,68,2,287106,2,2,163
1031,100001031,0,0,60,2,166298,2,1,330
1032,100001032,1,1,30,3,133328,0,2,1031
1033,100001033,0,0,63,2,129798,1,1,95
1034,100001034,0,0,57,2,281084,2,1,1033
1035,100001035,1,1,46,2,160678,1,2,487
1036,100001036,1,1,70,3,167532,1,1,779
1037,100001037,0,0,65,2,178591,1,2,0
1038,100001038,0,0,63,2,273063,2,2,163
1039,100001039,0,1,54,2,149410,1,2,487
1040,100001040,0,1,49,2,124658,1,2,487
1041,100001041,1,1,64,2,153645,1,2,487
1042,100001042,1,1,61,2,308529,2,2,374
1043,100001043,1,1,57,2,155062,1,2,487
1044,100001044,1,1,42,2,199654,1,2,487
1045,100001045,0,0,62,2,124723,1,2,0
1046,100001046,1,1,41,2,127752,1,2,487
1047,100001047,1,1,51,2,157595,2,1,584
1048,100001048,1,1,38,2,135534,1,2,487
1049,100001049,1,1,56,2,166264,2,2,374
1050,100001050,1,1,43,2,147259,1,1,760
1051,100001051,1,1,48,2,161116,1,1,760
1052,100001052,0,0,61,2,139380,1,1,95
1053,100001053,0,1,48,2,213768,2,2,374
1054,100001054,0,0,68,2,125903,1,2,0
1055,100001055,1,1,62,2,163940,1,1,760
1056,100001056,1,1,56,2,173378,2,2,374
1057,100001057,1,1,53,2,126847,1,1,760
1058,100001058,0,1,33,3,166712,1,2,1067
1059,100001059,1,1,60,2,189166,1,1,760
1060,100001060,1,1,47,2,161714,1,1,760
1061,100001061,0,1,25,3,214364,2,2,1060
1062,100001062,0,0,64,2,184680,1,1,95
1063,100001063,0,0,73,2,214732,2,1,330
1064,100001064,0,1,66,2,152527,1,1,760
1065,100001065,1,1,76,3,170366,2,1,186
1066,100001066,1,1,60,2,194532,2,1,584
1067,100001067,1,1,57,2,125883,1,2,487
1068,100001068,0,1,30,3,131242,1,2,1067
1069,100001069,0,1,43,2,159880,2,1,584
1070,100001070,0,0,57,2,165519,1,2,0
1071,100001071,0,1,51,2,149653,1,1,760
1072,100001072,1,1,61,2,134102,1,1,760
1073,100001073,0,0,64,2,159378,2,2,163
1074,100001074,0,1,41,2,205476,2,1,584
1075,100001075,0,1,43,2,280566,2,2,374
1076,100001076,0,1,67,3,71823,0,2,1004
1077,100001077,1,1,71,3,211572,2,1,186
1078,100001078,0,0,59,2,136123,1,1,95
1079,100001079,0,1,60,2,176372,1,1,760
1080,100001080,1,1,60,2,128271,1,1,760
1081,100001081,1,1,45,2,169020,2,2,374
1082,100001082,0,0,63,2,122267,1,2,0
1083,100001083,0,1,38,3,169324,2,2,1060
1084,100001084,1,1,46,2,192561,2,1,584
1085,100001085,0,1,55,2,145781,1,2,487
1086,100001086,0,1,50,2,135376,1,1,760
1087,100001087,1,1,30,3,169002,2,2,1060
1088,100001088,0,0,63,2,128469,1,2,0
1089,100001089,0,0,67,2,135567,1,1,95
1090,100001090,1,1,54,2,170644,2,2,374
1091,100001091,0,0,71,2,192360,2,1,330
1092,100001092,1,1,32,3,133235,1,2,1067
1093,100001093,1,1,45,2,260847,2,2,374
1094,100001094,0,0,65,2,285647,2,2,163
1095,100001095,0,0,62,2,164816,2,1,330
1096,100001096,1,1,28,3,130148,0,2,1031
1097,100001097,0,0,65,2,129838,1,1,95
1098,100001098,0,0,57,2,281647,2,1,1033
1099,100001099,1,1,48,2,157305,1,2,487
1100,100001100,1,1,71,3,163654,1,1,779
1101,100001101,0,0,38,1,82398,1,1,226
1102,100001102,0,1,40,1,107710,1,1,760
1103,100001103,0,0,49,1,122346,1,1,226
1104,100001104,0,1,32,1,155540,2,1,915
1105,100001105,0,0,45,1,127572,1,1,226
1106,100001106,0,0,40,1,154031,2,1,227
1107,100001107,0,0,66,2,164931,2,2,163
1108,100001108,0,0,38,1,123003,1,2,659
1109,100001109,0,1,20,1,89605,1,1,760
1110,100001110,0,0,48,1,117721,1,1,226
1111,100001111,0,1,46,2,168904,2,1,584
1112,100001112,0,0,32,1,137576,2,2,105
1113,100001113,0,0,54,1,111274,1,1,226
1114,100001114,0,1,24,1,94249,2,2,381
1115,100001115,0,1,27,1,180940,2,1,915
1116,100001116,0,0,57,1,125032,1,2,659
1117,100001117,0,0,38,1,138011,2,1,227
1118,100001118,0,0,40,1,144850,1,1,226
1119,100001119,0,1,20,1,107270,1,2,153
1120,100001120,0,0,36,1,113405,2,2,105
1121,100001121,0,0,47,1,137338,1,2,659
1122,100001122,0,0,64,2,125119,0,2,1121
1123,100001123,0,0,42,1,159745,2,2,105
1124,100001124,0,0,44,1,181262,2,2,105
1125,100001125,0,1,30,1,90500,2,2,381
1126,100001126,0,0,37,1,102733,1,1,226
1127,100001127,0,0,42,1,135493,1,2,659
1128,100001128,0,1,62,2,169044,1,1,760
1129,100001129,0,0,49,1,178549,1,2,659
1130,100001130,0,0,52,1,159716,1,2,659
1131,100001131,0,1,36,1,170118,2,1,915
1132,100001132,0,0,49,1,143886,0,1,1131
1133,100001133,0,0,42,1,130164,2,2,105
1134,100001134,0,0,38,1,114476,1,1,226
1135,100001135,0,0,50,1,126143,1,1,226
1136,100001136,0,1,34,1,129654,2,2,381
1137,100001137,0,0,43,1,123202,1,2,659
1138,100001138,0,0,40,1,160524,1,1,226
1139,100001139,0,0,56,2,126906,1,1,95
1140,100001140,0,0,41,1,143994,2,2,105
1141,100001141,0,1,30,1,123517,2,2,381
1142,100001142,0,1,28,1,129055,1,2,153
1143,100001143,0,0,64,2,136312,0,2,1121
1144,100001144,0,0,67,2,112486,1,2,0
1145,100001145,0,0,37,1,152401,2,1,227
1146,100001146,0,0,31,1,157453,2,1,227
1147,100001147,0,0,32,1,142870,2,2,105
1148,100001148,0,1,52,2,137231,1,2,487
1149,100001149,0,1,31,1,104406,1,1,760
1150,100001150,0,0,36,1,145385,2,1,227
1151,100001151,0,1,32,1,146519,2,1,915
1152,100001152,0,0,51,1,126227,1,2,659
1153,100001153,0,0,47,1,112227,2,1,227
1154,100001154,0,1,34,1,110145,1,2,153
1155,100001155,0,1,46,2,149419,1,1,760
1156,100001156,0,1,42,1,176646,1,1,760
1157,100001157,0,0,39,1,91019,2,1,227
1158,100001158,0,0,50,1,169579,1,2,659
1159,100001159,0,0,42,1,142305,1,2,659
1160,100001160,0,1,36,1,130602,1,1,760
1161,100001161,0,1,18,1,98992,1,1,760
1162,100001162,0,0,35,1,181926,2,2,105
1163,100001163,0,0,38,1,152864,1,2,659
1164,100001164,0,0,39,1,135837,2,2,105
1165,100001165,0,1,24,1,121757,0,2,1225
1166,100001166,0,0,41,1,182274,1,1,226
1167,100001167,0,0,36,1,149040,2,2,105
1168,100001168,0,0,37,1,154196,2,2,105
1169,100001169,0,1,45,2,135332,1,1,760
1170,100001170,0,0,41,1,134200,2,2,105
1171,100001171,0,0,36,1,177171,2,2,105
1172,100001172,0,0,38,1,115964,0,2,1205
1173,100001173,0,0,38,1,136871,0,1,1131
1174,100001174,0,1,53,2,159559,2,2,374
1175,100001175,0,0,35,1,113878,1,2,659
1176,100001176,0,0,48,1,171203,2,2,105
1177,100001177,0,0,36,1,102180,1,2,659
1178,100001178,0,1,22,1,116844,2,1,915
1179,100001179,0,0,35,1,139844,2,2,105
1180,100001180,0,0,42,1,156431,0,1,1131
1181,100001181,0,0,39,1,116137,0,1,1131
1182,100001182,0,0,31,1,143081,1,1,226
1183,100001183,0,0,33,1,155870,2,2,105
1184,100001184,0,1,31,1,106924,0,1,285
1185,100001185,0,0,42,1,102133,1,1,226
1186,100001186,0,0,61,2,145227,0,1,1185
1187,100001187,0,0,38,1,159500,2,2,105
1188,100001188,0,0,33,1,98498,0,1,1131
1189,100001189,0,0,48,1,159714,1,2,659
1190,100001190,0,0,31,1,121852,0,1,1131
1191,100001191,0,0,52,1,141271,2,2,105
1192,100001192,0,1,27,1,123213,1,2,153
1193,100001193,0,0,40,1,143723,2,1,227
1194,100001194,0,0,34,1,112538,0,1,1131
1195,100001195,0,1,26,1,97932,2,2,381
1196,100001196,0,0,30,1,154003,0,1,1131
1197,100001197,0,0,53,1,177179,1,1,226
1198,100001198,0,0,45,1,128052,1,2,659
1199,100001199,0,0,32,1,114617,2,1,227
1200,100001200,0,0,35,1,182822,2,2,105
1201,100001201,0,1,26,1,177215,1,2,153
